"position","date_of_birth","caps","goals","club","player_url","name","club_name_detailed","club_url","country","wikidata_item","position_id","club_wikidata_item","club_wikidata_id"
"Defender","1992-11-15",3,0,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Kevin_Wimmer","Kevin Wimmer","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Austria","https://www.wikidata.org/wiki/Q10552708",2,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Defender","1986-11-17",37,0,"VfB Stuttgart","https://en.wikipedia.org/wiki/Florian_Klein","Florian Klein","VfB Stuttgart","https://en.wikipedia.org/wiki/VfB_Stuttgart","Austria","https://www.wikidata.org/wiki/Q694924",2,"https://www.wikidata.org/wiki/Q4512","Q4512"
"Midfield","1994-02-07",4,1,"Schalke 04","https://en.wikipedia.org/wiki/Alessandro_Sch%C3%B6pf","Alessandro Schöpf","FC Schalke 04","https://en.wikipedia.org/wiki/FC_Schalke_04","Austria","https://www.wikidata.org/wiki/Q16528455",3,"https://www.wikidata.org/wiki/Q32494","Q32494"
"Forward","1991-03-28",10,0,"Ingolstadt 04","https://en.wikipedia.org/wiki/Lukas_Hinterseer","Lukas Hinterseer","FC Ingolstadt 04","https://en.wikipedia.org/wiki/FC_Ingolstadt_04","Austria","https://www.wikidata.org/wiki/Q698326",4,"https://www.wikidata.org/wiki/Q170117","Q170117"
"Midfield","1994-03-17",18,3,"RB Leipzig","https://en.wikipedia.org/wiki/Marcel_Sabitzer","Marcel Sabitzer","RB Leipzig","https://en.wikipedia.org/wiki/RB_Leipzig","Austria","https://www.wikidata.org/wiki/Q472300",3,"https://www.wikidata.org/wiki/Q702455","Q702455"
"Forward","1983-06-25",54,26,"Basel","https://en.wikipedia.org/wiki/Marc_Janko","Marc Janko","FC Basel","https://en.wikipedia.org/wiki/FC_Basel","Austria","https://www.wikidata.org/wiki/Q344107",4,"https://www.wikidata.org/wiki/Q189671","Q189671"
"Midfield","1989-01-08",22,1,"Luzern","https://en.wikipedia.org/wiki/Jakob_Jantscher","Jakob Jantscher","FC Luzern","https://en.wikipedia.org/wiki/FC_Luzern","Austria","https://www.wikidata.org/wiki/Q689503",3,"https://www.wikidata.org/wiki/Q223262","Q223262"
"Goalkeeper","1984-06-28",7,0,"Ingolstadt 04","https://en.wikipedia.org/wiki/Ramazan_%C3%96zcan","Ramazan Özcan","FC Ingolstadt 04","https://en.wikipedia.org/wiki/FC_Ingolstadt_04","Austria","https://www.wikidata.org/wiki/Q285685",1,"https://www.wikidata.org/wiki/Q170117","Q170117"
"Goalkeeper","1976-04-01",103,0,"Haladás","https://en.wikipedia.org/wiki/G%C3%A1bor_Kir%C3%A1ly","Gábor Király","Szombathelyi Haladás","https://en.wikipedia.org/wiki/Szombathelyi_Halad%C3%A1s","Hungary","https://www.wikidata.org/wiki/Q547455",1,"https://www.wikidata.org/wiki/Q603133","Q603133"
"Defender","1993-01-17",11,0,"Videoton","https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_Lang","Ádám Lang","Videoton FC","https://en.wikipedia.org/wiki/Videoton_FC","Hungary","https://www.wikidata.org/wiki/Q8076518",2,"https://www.wikidata.org/wiki/Q326811","Q326811"
"Defender","1988-12-01",4,0,"Debrecen","https://en.wikipedia.org/wiki/Mih%C3%A1ly_Korhut","Mihály Korhut","Debreceni VSC","https://en.wikipedia.org/wiki/Debreceni_VSC","Hungary","https://www.wikidata.org/wiki/Q1118973",2,"https://www.wikidata.org/wiki/Q205732","Q205732"
"Defender","1990-03-14",30,0,"Lech Poznań","https://en.wikipedia.org/wiki/Tam%C3%A1s_K%C3%A1d%C3%A1r","Tamás Kádár","Lech Poznań","https://en.wikipedia.org/wiki/Lech_Pozna%C5%84","Hungary","https://www.wikidata.org/wiki/Q195689",2,"https://www.wikidata.org/wiki/Q52942","Q52942"
"Defender","1990-02-17",15,0,"Puskás Akadémia","https://en.wikipedia.org/wiki/Attila_Fiola","Attila Fiola","Puskás Akadémia FC","https://en.wikipedia.org/wiki/Pusk%C3%A1s_Akad%C3%A9mia_FC","Hungary","https://www.wikidata.org/wiki/Q537605",2,"https://www.wikidata.org/wiki/Q1241654","Q1241654"
"Midfield","1988-07-21",38,1,"Diósgyőri VTK","https://en.wikipedia.org/wiki/%C3%81kos_Elek","Ákos Elek","Diósgyőri VTK","https://en.wikipedia.org/wiki/Di%C3%B3sgy%C5%91ri_VTK","Hungary","https://www.wikidata.org/wiki/Q250483",3,"https://www.wikidata.org/wiki/Q767400","Q767400"
"Forward","1986-12-23",78,18,"Bursaspor","https://en.wikipedia.org/wiki/Bal%C3%A1zs_Dzsudzs%C3%A1k","Balázs Dzsudzsák","Bursaspor","https://en.wikipedia.org/wiki/Bursaspor","Hungary","https://www.wikidata.org/wiki/Q314590",4,"https://www.wikidata.org/wiki/Q203573","Q203573"
"Midfield","1995-06-17",8,0,"Ferencváros","https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_Nagy","Ádám Nagy","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q21034826",3,"https://www.wikidata.org/wiki/Q208396","Q208396"
"Forward","1987-12-09",32,8,"Hannover 96","https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_Szalai","Ádám Szalai","Hannover 96","https://en.wikipedia.org/wiki/Hannover_96","Hungary","https://www.wikidata.org/wiki/Q249572",4,"https://www.wikidata.org/wiki/Q33748","Q33748"
"Forward","1979-04-22",89,24,"Ferencváros","https://en.wikipedia.org/wiki/Zolt%C3%A1n_Gera","Zoltán Gera","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q218943",4,"https://www.wikidata.org/wiki/Q208396","Q208396"
"Forward","1989-01-05",24,3,"Al-Gharafa","https://en.wikipedia.org/wiki/Kriszti%C3%A1n_N%C3%A9meth","Krisztián Németh","Al-Gharafa Sports Club","https://en.wikipedia.org/wiki/Al-Gharafa_Sports_Club","Hungary","https://www.wikidata.org/wiki/Q318905",4,"https://www.wikidata.org/wiki/Q428211","Q428211"
"Goalkeeper","1990-11-16",4,0,"Ferencváros","https://en.wikipedia.org/wiki/D%C3%A9nes_Dibusz","Dénes Dibusz","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q905023",1,"https://www.wikidata.org/wiki/Q208396","Q208396"
"Forward","1986-10-24",12,4,"Ferencváros","https://en.wikipedia.org/wiki/D%C3%A1niel_B%C3%B6de","Dániel Böde","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q786409",4,"https://www.wikidata.org/wiki/Q208396","Q208396"
"Midfield","1988-09-01",12,1,"Lech Poznań","https://en.wikipedia.org/wiki/Gerg%C5%91_Lovrencsics","Gergő Lovrencsics","Lech Poznań","https://en.wikipedia.org/wiki/Lech_Pozna%C5%84","Hungary","https://www.wikidata.org/wiki/Q587222",3,"https://www.wikidata.org/wiki/Q52942","Q52942"
"Midfield","1994-04-08",5,1,"Werder Bremen","https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Kleinheisler","László Kleinheisler","SV Werder Bremen","https://en.wikipedia.org/wiki/SV_Werder_Bremen","Hungary","https://www.wikidata.org/wiki/Q13514134",3,"https://www.wikidata.org/wiki/Q51976","Q51976"
"Defender","1988-06-12",21,0,"Ferencváros","https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_Pint%C3%A9r","Ádám Pintér","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q27744",2,"https://www.wikidata.org/wiki/Q208396","Q208396"
"Forward","1987-12-31",18,3,"Legia Warsaw","https://en.wikipedia.org/wiki/Nemanja_Nikoli%C4%87_(footballer,_born_1987)","Nemanja Nikolić","Legia Warsaw","https://en.wikipedia.org/wiki/Legia_Warsaw","Hungary","https://www.wikidata.org/wiki/Q842219",4,"https://www.wikidata.org/wiki/Q193749","Q193749"
"Midfield","1988-10-16",12,2,"1. FC Nürnberg","https://en.wikipedia.org/wiki/Zolt%C3%A1n_Stieber","Zoltán Stieber","1. FC Nürnberg","https://en.wikipedia.org/wiki/1._FC_N%C3%BCrnberg","Hungary","https://www.wikidata.org/wiki/Q219026",3,"https://www.wikidata.org/wiki/Q15786","Q15786"
"Forward","1986-09-27",56,17,"Slovan Bratislava","https://en.wikipedia.org/wiki/Tam%C3%A1s_Priskin","Tamás Priskin","ŠK Slovan Bratislava","https://en.wikipedia.org/wiki/%C5%A0K_Slovan_Bratislava","Hungary","https://www.wikidata.org/wiki/Q647799",4,"https://www.wikidata.org/wiki/Q192253","Q192253"
"Defender","1987-04-16",14,1,"Wisła Kraków","https://en.wikipedia.org/wiki/Rich%C3%A1rd_Guzmics","Richárd Guzmics","Wisła Kraków","https://en.wikipedia.org/wiki/Wis%C5%82a_Krak%C3%B3w","Hungary","https://www.wikidata.org/wiki/Q1029034",2,"https://www.wikidata.org/wiki/Q190943","Q190943"
"Defender","1994-05-06",1,0,"MTK Budapest","https://en.wikipedia.org/wiki/Barnab%C3%A1s_Bese","Barnabás Bese","MTK Budapest FC","https://en.wikipedia.org/wiki/MTK_Budapest_FC","Hungary","https://www.wikidata.org/wiki/Q4861379",2,"https://www.wikidata.org/wiki/Q208406","Q208406"
"Goalkeeper","1990-05-06",3,0,"RB Leipzig","https://en.wikipedia.org/wiki/P%C3%A9ter_Gul%C3%A1csi","Péter Gulácsi","RB Leipzig","https://en.wikipedia.org/wiki/RB_Leipzig","Hungary","https://www.wikidata.org/wiki/Q357507",1,"https://www.wikidata.org/wiki/Q702455","Q702455"
"Defender","1983-07-01",91,6,"Videoton","https://en.wikipedia.org/wiki/Roland_Juh%C3%A1sz","Roland Juhász","Videoton FC","https://en.wikipedia.org/wiki/Videoton_FC","Hungary","https://www.wikidata.org/wiki/Q519299",2,"https://www.wikidata.org/wiki/Q326811","Q326811"
